,C3L-02610,C3N-01998,C3L-01637,C3L-02606,C3N-00436,C3L-00819,C3N-00518,C3L-00102,C3N-00517,C3L-00640,C3N-01011,C3L-03123,C3N-02768,C3L-02809,C3N-02589,C3N-03780,C3N-03440,C3N-02010,C3L-04072,C3N-03069,C3L-02899
PPP2R1B,11.82386701,10.85595984,11.81783022,11.87185833,11.03442782,11.19919382,11.09229563,11.47635763,11.41692717,11.09875572,11.54060584,12.66095289,11.0903922,11.66321658,11.81983684,11.88898338,12.15566553,11.48005348,11.65809563,13.30186176,10.9114593
PPP2R2A,10.24406846,10.21927898,10.17922598,10.44659557,9.789009682,10.14847658,10.39605899,10.33531552,10.29554148,10.48845326,10.27629609,10.53982968,10.38603178,10.72353192,10.46722909,10.21264301,10.32915428,10.43202711,10.28045115,10.56549043,10.78693414
PPP2R2B,6.628796222,7.834658707,7.306054225,7.161826654,7.212568012,7.948367232,8.458116491,6.788898389,7.129618422,8.465217772,7.863649568,6.247900619,7.878758874,8.267920447,7.498080293,6.78720808,5.724580451,6.470235962,6.526510178,5.539083821,7.40540727
PPP2R2B-IT1,1.048540275,1.584043557,1.021861907,0,1.022293307,0,0.994624861,0,0,0,0,0,0.996442126,1.019002117,0,2.129307011,0,1.026405616,0.993402377,0,1.011401256
PPP2R2C,4.80751784,5.751550884,5.544893249,4.902825305,5.403231313,7.011227255,7.840272746,5.825128363,5.872487542,7.188034067,6.346792494,3.696553727,4.737970211,5.529375274,5.773879203,6.039167526,8.078483899,4.28003444,4.142413408,3.971481557,4.696801982
PPP2R2D,11.28391989,10.03583711,11.50830571,11.39430335,10.3524622,10.33539035,9.916515184,10.51083995,10.56721513,9.937540601,10.94418181,11.93585189,10.37552323,10.16832709,10.95375526,10.73399532,11.2522692,10.58520098,11.09311647,11.63080116,10.29471441
PPP2R3A,10.72406723,10.04402176,10.56476087,10.63865915,9.934315566,10.54785851,9.976750904,10.33187684,10.40216061,9.710439804,10.41393749,11.09926476,10.76649506,10.29794217,10.81571014,10.58220786,10.83590654,11.07276377,10.899871,10.9345555,10.59721787
PPP2R3B,7.464496429,8.165188172,7.367065763,7.817563612,7.539453449,8.027905997,7.394666066,7.798581837,7.546057166,7.72635216,7.939999073,7.440560945,7.41646244,6.988297155,7.382752491,7.026620345,6.994101047,7.252673628,7.20010842,7.407417377,7.291650188
PPP2R3C,9.007498023,9.635703218,9.180776764,9.102112986,8.934446713,9.600135922,9.483364274,9.385153669,9.167094368,9.651809202,9.044270582,8.579538319,9.851329484,10.07435341,9.599620503,9.445275502,8.782549234,9.439923499,9.581858974,8.520965111,9.833780618
PPP2R5A,11.0578321,10.79302032,10.65634401,10.86896462,10.52177152,10.82017896,10.65841339,11.16334425,11.04658534,10.86527227,10.79877835,11.29719407,10.92028578,11.46105734,11.42191356,11.32817407,11.12400864,11.1366927,11.52660939,11.46449454,10.80479414
PPP2R5B,8.916603776,9.074220601,8.644370924,8.921925253,8.939785102,8.921840937,9.394246576,9.215470013,9.111627147,9.300433685,8.849711627,8.345630151,8.587722371,8.782153075,8.570097353,8.81615163,8.903111907,8.541673732,8.387240137,8.772649447,8.705464689
PPP2R5C,11.76311538,12.10346179,11.65665239,11.59705608,11.69857421,11.87920032,11.81191173,11.75310871,11.72971698,11.93552538,11.66282485,12.14024048,12.12787328,12.3773792,12.074469,12.09419719,12.02804854,12.05410023,11.95573941,12.1456805,12.2299615
PPP2R5D,10.04222085,10.15356478,10.03055521,9.939421593,10.23122022,9.930515595,10.27139279,9.854836608,10.08778558,9.795870395,10.23065127,10.12975196,10.07280698,10.33038551,9.907992632,10.16534571,9.897919071,10.00991543,9.897279452,10.05037935,9.955534759
PPP2R5E,10.52477224,10.43273956,10.82498285,10.50140507,9.936066139,10.57459353,10.55856915,10.68364929,10.68423148,10.68157364,10.2665535,11.30282703,11.01189013,11.14445722,11.23218842,10.77040106,11.24482521,10.962381,10.99174176,11.12886096,11.39938147
PPP3CA,10.77126606,11.03867324,10.7476057,10.79899839,10.57376953,10.95346896,11.17383319,11.05261901,10.82663994,11.07798932,10.63636683,10.96970053,11.21145105,11.83775598,11.16730532,11.36994593,11.30487348,11.07527429,10.96949016,10.71918741,11.8390913
PPP3CB,10.99902806,11.0461599,11.08819101,10.9138262,10.43081437,11.04234338,11.41203298,10.94177781,10.82310655,11.40174289,10.64719364,11.51085891,11.35017967,11.7663099,11.35923588,10.9280748,11.35859666,11.19180556,11.19012405,11.41343611,11.67218988
PPP3CB-AS1,8.275744501,8.085474775,8.449427607,8.207878986,7.72112162,7.916476644,7.773820384,7.972165869,8.015895161,8.172956947,8.295540349,8.582219529,8.349565594,8.185401562,8.454735066,8.921503512,8.352017154,8.309539915,8.486668117,8.793775072,8.489259217
PPP3CC,9.471907836,9.881488117,9.352371241,9.676261263,9.482919894,9.528082889,9.667418077,9.536893296,9.447860059,9.953809182,9.628308489,9.719753854,10.01071157,10.23804054,9.851623818,9.672173099,9.183843912,9.556465247,9.817441096,9.680205092,9.989121643
PPP3R1,10.39719889,10.46560386,10.51850657,10.4196426,9.968938224,10.40939094,10.54108649,10.49861938,10.40216061,10.79968108,10.16242054,11.09926476,10.74463366,11.25356475,10.89802162,10.6008636,11.14160589,10.69402438,10.88409012,11.16326525,11.51021261
